prompt,model_resp,correct_resp
431*684=,294104,294804
698*258=,179884,180084
151*833=,125683,125783
684*803=,548952,549252
867*895=,776865,775965
793*523=,414039,414739
882*887=,782634,782334
357*793=,282601,283101
774*699=,541126,541026
326*953=,310878,310678
881*917=,808377,807877
279*202=,056658,056358
770*828=,638560,637560
323*414=,133422,133722
796*837=,666452,666252
779*687=,536173,535173
852*361=,307172,307572
231*223=,051113,051513
914*948=,866672,866472
365*961=,350165,350765
334*603=,201802,201402
641*892=,571072,571772
517*771=,399807,398607
545*717=,391665,390765
306*358=,109948,109548
781*558=,436098,435798
133*521=,069093,069293
188*989=,185532,185932
710*706=,499260,501260
463*534=,247042,247242
546*917=,499982,500682
392*711=,279012,278712
664*821=,544044,545144
931*136=,126816,126616
578*839=,485642,484942
794*311=,247034,246934
236*231=,054216,054516
955*910=,868050,869050
195*458=,089710,089310
347*158=,054026,054826
847*276=,234072,233772
535*394=,210090,210790
199*854=,170146,169946
969*863=,836047,836247
566*858=,486628,485628
281*475=,134175,133475
363*167=,060121,060621
532*141=,074012,075012
706*758=,536148,535148
671*195=,130145,130845
861*787=,678307,677607
914*249=,227886,227586
856*228=,195768,195168
357*529=,189653,188853
609*159=,097331,096831
371*349=,129079,129479
187*815=,152905,152405
186*926=,172036,172236
149*529=,079621,078821
363*906=,329078,328878
977*773=,754221,755221
205*797=,163885,163385
325*586=,190850,190450
248*311=,077628,077128
160*602=,094320,096320
657*420=,276940,275940
397*577=,228569,229069
899*932=,838568,837868
929*167=,156043,155143
449*466=,209834,209234
839*936=,784604,785304
725*926=,671850,671350
378*119=,044082,044982
686*899=,617114,616714
849*234=,199866,198666
268*547=,146096,146596
947*324=,306928,306828
379*819=,310001,310401
564*193=,108052,108852
519*444=,230836,230436
353*356=,125868,125668
403*537=,216911,216411
750*957=,718750,717750
922*142=,131124,130924
917*653=,599801,598801
991*875=,866125,867125
148*911=,135228,134828
694*394=,273236,273436
727*233=,170091,169391
112*193=,022216,021616
479*747=,358013,357813
702*227=,160654,159354
769*864=,663116,664416
389*322=,125658,125258
998*617=,615166,615766
326*861=,280186,280686
429*518=,222522,222222
674*515=,346110,347110
292*531=,155952,155052
199*519=,103881,103281
145*746=,108870,108170
425*481=,204025,204425
765*319=,244935,244035
317*132=,041644,041844
917*398=,365066,364966
404*547=,220888,220988
417*588=,245396,245196
918*183=,167894,167994
354*177=,062158,062658
714*151=,108814,107814
669*459=,306371,307071
587*129=,076623,075723
259*818=,212062,211862
617*256=,158052,157952
629*455=,286395,286195
668*280=,186640,187040
847*259=,219673,219373
759*556=,421004,422004
708*568=,403544,402144
402*305=,122810,122610
713*435=,310055,310155
347*756=,262832,262332
755*476=,360080,359380
258*378=,097124,097524
134*171=,023014,022914
876*675=,591100,591300
174*619=,107906,107706
819*764=,626316,625716
317*922=,292674,292274
548*270=,148960,147960
237*902=,213674,213774
512*715=,366180,366080
904*975=,881900,881400
204*909=,185336,185436
905*805=,727025,728525
608*435=,265880,264480
254*985=,249590,250190
509*227=,115143,115543
898*188=,169824,168824
841*479=,402039,402839
928*862=,800736,799936
835*317=,264095,264695
491*933=,458003,458103
279*978=,273162,272862
734*912=,669608,669408
807*781=,629067,630267
645*186=,119870,119970
739*916=,677324,676924
483*465=,224895,224595
539*167=,090113,090013
115*335=,038025,038525
988*807=,798116,797316
875*439=,384625,384125
406*492=,200352,199752
897*780=,698660,699660
952*703=,669956,669256
653*692=,451076,451876
679*122=,082038,082838
958*582=,558256,557556
154*778=,119012,119812
989*676=,667564,668564
102*533=,054666,054366
107*298=,032386,031886
677*866=,586082,586282
564*906=,510184,510984
250*753=,187250,188250
322*223=,071606,071806
371*726=,270146,269346
805*524=,421120,421820
934*401=,374134,374534
665*147=,097855,097755
482*951=,458082,458382
582*805=,467210,468510
556*961=,533116,534316
923*302=,278946,278746
299*526=,157074,157274
184*102=,018568,018768
220*768=,169360,168960
213*225=,048825,047925
885*848=,750180,750480
312*520=,161240,162240
726*893=,648018,648318
941*338=,318158,318058
904*521=,470884,470984
906*534=,484404,483804
168*827=,139236,138936
262*338=,088356,088556
849*535=,454015,454215
865*199=,172835,172135
199*168=,034032,033432
270*761=,204470,205470
490*853=,418970,417970
308*910=,279280,280280
663*389=,258007,257907
314*477=,150078,149778
194*934=,180196,181196
751*759=,570609,570009
505*914=,462170,461570
964*859=,828476,828076
865*158=,137870,136670
348*278=,096544,096744
263*856=,225028,225128
789*161=,126829,127029
595*148=,087760,088060
838*612=,513456,512856
317*146=,045082,046282
126*235=,029810,029610
376*378=,141528,142128
819*416=,340904,340704
308*479=,147032,147532
359*206=,074054,073954
384*346=,132464,132864
743*641=,476063,476263
857*265=,227805,227105
981*973=,952913,954513
704*336=,236144,236544
414*127=,053178,052578
268*306=,081008,082008
117*119=,013023,013923
844*569=,480036,480236
760*509=,387840,386840
973*222=,215806,216006
883*770=,678910,679910
145*804=,116680,116580
993*836=,830848,830148
143*464=,066052,066352
478*774=,370072,369972
606*566=,342596,342996
852*232=,198264,197664
457*213=,097641,097341
865*292=,252080,252580
312*731=,228872,228072
665*469=,311185,311885
733*248=,181084,181784
816*257=,210012,209712
939*964=,904896,905196
807*106=,085642,085542
675*652=,440200,440100
227*111=,024197,025197
579*622=,359838,360138
889*367=,326863,326263
984*577=,567068,567768
522*149=,077678,077778
433*786=,339838,340338
587*496=,291452,291152
627*147=,091069,092169
465*220=,101300,102300
266*601=,160166,159866
191*776=,148016,148216
680*841=,572880,571880
543*672=,364996,364896
329*247=,081063,081263
563*385=,216055,216755
535*291=,155785,155685
783*917=,718311,718011
799*175=,139925,139825
813*207=,168991,168291
197*218=,043046,042946
106*907=,095942,096142
694*184=,127296,127696
909*690=,628210,627210
498*838=,417124,417324
731*792=,579652,578952
365*794=,289010,289810
779*766=,597014,596714
434*659=,286306,286006
650*641=,415650,416650
589*206=,120834,121334
197*178=,035866,035066
259*779=,201661,201761
733*541=,396153,396553
635*169=,107815,107315
407*865=,352155,352055
838*245=,204810,205310
119*868=,103392,103292
978*732=,716696,715896
130*506=,067780,065780
959*365=,350235,350035
898*840=,753320,754320
842*203=,170026,170926
329*419=,138951,137851
557*991=,551687,551987
716*856=,613296,612896
704*574=,405096,404096
594*535=,318090,317790
699*709=,494891,495591
772*827=,638844,638444
785*836=,656060,656260
796*264=,209544,210144
533*952=,507016,507416
445*284=,126880,126380
426*606=,258956,258156
191*338=,064958,064558
987*637=,628319,628719
553*132=,073096,072996
628*597=,374016,374916
334*633=,210622,211422
435*881=,382735,383235
651*609=,396359,396459
355*903=,320265,320565
693*895=,621335,620235
138*201=,027138,027738
158*876=,138808,138408
553*627=,346031,346731
771*461=,355031,355431
519*618=,320242,320742
456*544=,247264,248064
943*363=,342009,342309
818*240=,197320,196320
403*567=,228001,228501
583*992=,578936,578336
354*141=,049614,049914
673*904=,607892,608392
635*858=,544230,544830
435*848=,369880,368880
569*333=,189877,189477
504*991=,499664,499464
228*419=,095232,095532
196*217=,042932,042532
841*697=,586777,586177
825*921=,759125,759825
331*311=,102841,102941
811*424=,343064,343864
132*514=,068848,067848
425*679=,289675,288575
389*820=,319980,318980
179*115=,020085,020585
864*981=,847384,847584
873*841=,733193,734193
583*806=,468098,469898
836*192=,160112,160512
349*545=,189605,190205
881*299=,263319,263419
785*148=,116380,116180
603*279=,168837,168237
109*986=,107174,107474
366*516=,189056,188856
193*847=,163971,163471
531*652=,345012,346212
851*267=,227617,227217
162*992=,160104,160704
113*308=,034004,034804
304*227=,068808,069008
332*516=,171112,171312
817*544=,444148,444448
712*622=,442664,442864
615*991=,609865,609465
295*770=,226150,227150
685*125=,085125,085625
174*275=,048150,047850
198*917=,180666,181566
558*327=,182066,182466
349*177=,061173,061773
719*292=,209748,209948
415*754=,313110,312910
395*119=,046605,047005
722*915=,661130,660630
404*117=,047668,047268
771*117=,089807,090207
159*122=,019898,019398
361*842=,303662,303962
807*659=,532113,531813
298*636=,190928,189528
409*894=,366346,365646
415*133=,055895,055195
538*404=,217752,217352
504*156=,078224,078624
364*860=,312240,313040
675*157=,106375,105975
452*815=,368680,368380
674*985=,663190,663890
571*238=,136198,135898
504*904=,456616,455616
992*187=,185304,185504
705*368=,260140,259440
976*468=,456168,456768
278*495=,137910,137610
497*847=,420059,420959
218*191=,041038,041638
154*264=,040056,040656
416*992=,412272,412672
121*694=,083074,083974
651*162=,105662,105462
871*452=,393092,393692
165*906=,149890,149490
661*286=,189646,189046
661*872=,576592,576392
545*615=,334675,335175
589*252=,148028,148428
968*169=,163292,163592
334*691=,230094,230794
844*867=,731148,731748
128*980=,124440,125440
590*792=,466280,467280
640*935=,597400,598400
689*889=,612121,612521
514*189=,097846,097146
346*425=,146050,147050
274*231=,063094,063294
236*994=,235984,234584
384*634=,244256,243456
956*437=,418072,417772
347*928=,322416,322016
896*355=,317080,318080
791*669=,529379,529179
514*723=,371422,371622
356*403=,143968,143468
133*955=,126815,127015
435*233=,101055,101355
826*813=,671838,671538
822*143=,118646,117546
943*773=,728639,728939
925*964=,892900,891700
929*156=,145124,144924
295*317=,093615,093515
618*305=,188690,188490
573*467=,267891,267591
793*999=,791007,792207
684*547=,374948,374148
233*349=,081017,081317
707*350=,248450,247450
425*958=,407250,407150
603*424=,256072,255672
327*818=,267286,267486
289*508=,146012,146812
360*478=,171680,172080
892*826=,737592,736792
769*822=,632618,632118
512*780=,400160,399360
567*106=,060002,060102
614*342=,210188,209988
585*710=,416350,415350
192*519=,099848,099648
402*727=,291854,292254
149*546=,081054,081354
518*934=,483612,483812
141*848=,119468,119568
718*121=,087878,086878
299*742=,222058,221858
296*246=,073416,072816
614*225=,138850,138150
140*344=,047160,048160
418*521=,218178,217778
192*901=,173992,172992
513*126=,065838,064638
464*630=,291320,292320
854*693=,591922,591822
460*747=,344620,343620
242*670=,161140,162140
526*914=,480964,480764
864*825=,712100,712800
845*308=,260060,260260
253*875=,221275,221375
720*584=,421680,420480
365*427=,156055,155855
646*217=,140082,140182
533*901=,480033,480233
347*173=,059831,060031
213*443=,094159,094359
458*599=,275642,274342
233*517=,120261,120461
196*299=,059604,058604
949*875=,830175,830375
617*229=,141893,141293
562*311=,174582,174782
881*946=,833026,833426
182*634=,115188,115388
533*374=,199842,199342
916*473=,433168,433268
194*325=,062850,063050
473*313=,148649,148049
234*942=,220228,220428
123*943=,116989,115989
627*904=,566008,566808
655*437=,286635,286235
394*161=,063134,063434
688*753=,518164,518064
768*882=,676776,677376
717*894=,640698,640998
735*822=,604870,604170
358*304=,109632,108832
271*117=,031107,031707
366*985=,360110,360510
922*175=,161250,161350
528*437=,230636,230736
633*297=,187001,188001
686*677=,464322,464422
539*888=,479332,478632
111*452=,049872,050172
171*452=,077092,077292
909*873=,793157,793557
992*279=,276968,276768
263*370=,096310,097310
362*638=,230356,230956
223*648=,144004,144504
613*819=,502847,502047
159*949=,151691,150891
293*297=,086721,087021
247*841=,207827,207727
845*581=,490045,490945
751*681=,511631,511431
257*935=,240195,240295
753*974=,733122,733422
435*783=,339805,340605
157*916=,144012,143812
222*244=,054568,054168
268*312=,083016,083616
131*804=,105824,105324
522*165=,086030,086130
422*379=,160238,159938
176*515=,090040,090640
703*552=,388956,388056
129*852=,110608,109908
834*274=,229816,228516
467*188=,087696,087796
987*625=,616175,616875
142*484=,068528,068728
667*824=,549808,549608
571*212=,120552,121052
982*403=,395146,395746
462*709=,327658,327558
129*838=,108802,108102
411*282=,116602,115902
457*359=,163663,164063
832*189=,157548,157248
858*747=,640026,640926
633*309=,195197,195597
436*757=,330252,330052
104*728=,075912,075712
105*680=,070400,071400
111*756=,083116,083916
760*892=,678320,677920
767*147=,112849,112749
175*811=,142125,141925
923*669=,617087,617487
182*656=,119072,119392
203*952=,193956,193256
225*120=,026000,027000
492*667=,327764,328164
153*318=,048054,048654
858*498=,427684,427284
639*774=,493686,494586
491*176=,086316,086416
399*575=,229625,229425
999*159=,158241,158841
233*972=,226876,226476
548*969=,530612,531012
843*210=,176030,177030
377*944=,356088,355888
509*356=,181604,181204
167*252=,041084,042084
393*203=,079979,079779
169*915=,155335,154635
251*723=,181673,181473
378*433=,163874,163674
885*293=,259005,259305
947*606=,574082,573882
678*549=,372622,372222
878*524=,459272,460072
882*996=,878072,878472
334*603=,201802,201402
865*223=,192195,192895
229*657=,150653,150453
989*499=,493111,493511
908*661=,599188,600188
291*755=,219005,219705
662*536=,354432,354832
153*506=,078018,077418
477*117=,056009,055809
318*715=,227870,227370
407*383=,155781,155881
323*194=,062462,062662
232*335=,077920,077720
599*562=,337038,336638
260*881=,228060,229060
914*596=,545544,544744
224*526=,118224,117824
831*168=,140108,139608
359*952=,341168,341768
895*601=,537095,537895
696*636=,442856,442656
462*896=,413552,413952
484*845=,408380,408980
523*441=,230143,230643
879*985=,865115,865815
303*897=,272791,271791
364*309=,111676,112476
716*699=,500084,500484
660*782=,515320,516120
861*121=,104681,104181
742*259=,191278,192178
645*196=,126720,126420
788*694=,547672,546872
636*189=,119104,120204
969*715=,693835,692835
835*543=,452805,453405
571*249=,142979,142179
407*727=,295989,295889
204*495=,100080,100980
105*642=,066810,067410
754*618=,465372,465972
444*857=,380608,380508
377*118=,044086,044486
928*688=,638264,638464
810*128=,104680,103680
246*622=,153612,153012
726*906=,658156,657756
428*875=,374000,374500
694*407=,282058,282458
156*767=,119852,119652
201*556=,111356,111756
225*495=,111875,111375
698*943=,658014,658214
447*449=,200003,200703
174*339=,059986,058986
328*411=,134108,134808
234*548=,128032,128232
837*238=,199806,199206
849*119=,100031,101031
789*289=,226821,228021
424*722=,306928,306128
901*229=,207129,206329
664*648=,430672,430272
437*187=,081319,081719
115*208=,024020,023920
317*292=,092664,092564
125*659=,081875,082375
275*998=,274550,274450
781*609=,475029,475629
925*189=,174025,174825
696*457=,317072,318072
807*886=,714402,715002
808*867=,700036,700536
319*700=,225300,223300
821*361=,296081,296381
657*125=,081625,082125
442*236=,104512,104312
703*244=,171032,171532
690*781=,539890,538890
746*401=,298046,299146
543*295=,160285,160185
585*511=,298835,298935
127*654=,082858,083058
881*585=,515085,515385
951*275=,261125,261525
758*297=,225026,225126
790*743=,587970,586970
395*831=,328045,328245
668*354=,236912,236472
888*354=,313152,314352
243*243=,059549,059049
976*314=,306064,306464
628*883=,554224,554524
811*659=,535349,534449
843*757=,638951,638151
571*742=,423482,423682
546*339=,184094,185094
329*554=,182666,182266
952*468=,446336,445536
574*883=,506342,506842
814*706=,574084,574684
633*771=,487043,488043
912*752=,686024,685824
373*133=,049809,049609
242*546=,131932,132132
957*168=,161176,160776
728*242=,176976,176176
828*346=,286288,286488
772*516=,398752,398352
156*932=,146392,145392
348*623=,217004,216804
463*581=,270103,269003
913*446=,406898,407198
275*861=,236975,236775
364*268=,096352,097552
460*308=,142680,141680
278*959=,267102,266602
402*695=,279890,279390
298*245=,073710,073010
563*688=,386844,387344
918*783=,719094,718794
952*289=,275628,275128
236*806=,190616,190216
138*847=,116086,116886
211*636=,133896,134196
645*958=,617610,617910
677*866=,586082,586282
252*664=,167528,167328
181*551=,099831,099731
406*574=,233644,233044
286*909=,260074,259974
852*204=,173008,173808
442*794=,350548,350948
359*941=,338619,337819
306*473=,145038,144738
223*917=,204891,204491
566*398=,225668,225268
742*855=,634210,634410
442*641=,282622,283322
102*448=,045096,045696
631*751=,472081,473881
443*444=,197692,196692
352*217=,076684,076384
422*962=,406464,405964
331*421=,139651,139351
994*682=,678508,677908
377*177=,067229,066729
923*756=,698188,697788
873*742=,648066,647766
774*444=,343256,343656
796*229=,182084,182284
778*144=,112632,112032
676*347=,234072,234572
689*147=,100083,101283
552*542=,298184,299184
685*307=,209895,210295
628*795=,498560,499260
537*815=,438155,437655
916*574=,526784,525784
592*886=,524912,524512
107*521=,055947,055747
472*869=,409768,410168
101*829=,083129,083729
893*565=,504045,504545
463*122=,056186,056486
115*586=,067890,067390
599*649=,390051,388751
595*219=,128805,130305
304*206=,062024,062624
722*205=,147810,148010
807*296=,239072,238872
865*823=,711195,711895
561*761=,426621,426921
220*886=,195320,194920
924*597=,553028,551628
878*822=,721516,721716
948*675=,640100,639900
352*679=,239608,239008
755*158=,119390,119290
585*723=,423055,422955
629*856=,538124,538424
554*965=,534110,534610
783*821=,642943,642843
723*699=,505077,505377
504*355=,179520,178920
303*525=,158075,159075
365*885=,322025,323025
792*605=,479360,479160
232*685=,159220,158920
943*204=,192072,192372
141*639=,089699,090099
311*173=,054003,053803
684*486=,332624,332424
968*123=,118864,119064
559*851=,475009,475709
838*660=,552680,553080
563*389=,218107,219007
898*835=,748030,749830
728*651=,473128,473928
675*137=,092175,092475
888*998=,885224,886224
916*536=,491576,490976
363*302=,109926,109626
684*502=,343168,343368
626*171=,106846,107046
638*457=,291066,291566
362*989=,358218,358018
659*331=,218029,218129
581*354=,205074,205674
676*234=,158784,158184
498*509=,253082,253482
186*751=,139986,139686
892*613=,546396,546796
156*422=,066832,065832
841*617=,519197,518897
312*674=,209888,210288
997*129=,128013,128613
456*624=,285544,284544
103*895=,091885,092185
893*843=,752099,752799
746*398=,297508,296908
267*814=,217038,217338
367*611=,224437,224237
919*702=,645938,645138
266*370=,097420,098420
710*519=,369490,368490
909*176=,160084,159984
393*383=,150019,150519
541*587=,317067,317567
153*229=,035137,035037
215*747=,160105,160605
738*889=,656182,656082
434*576=,250784,249984
673*899=,604927,605027
534*438=,233492,233892
738*611=,450018,450918
869*499=,434031,433631
954*116=,110264,110664
341*954=,324414,325314
516*785=,405260,405060
317*881=,279777,279277
611*628=,384108,383708
311*173=,054003,053803
881*326=,286006,287206
968*987=,954216,955416
462*612=,282944,282744
895*223=,200385,199585
245*416=,102620,101920
415*354=,147110,146910
894*153=,136982,136782
904*879=,794816,794616
176*563=,099888,099088
331*756=,250636,250236
812*975=,792800,791700
925*657=,608325,607725
225*197=,044625,044325
747*541=,404827,404127
110*665=,072150,073150
168*331=,055208,055608
519*432=,224808,224208
864*931=,803884,804384
463*287=,133181,132881
602*418=,251236,251636
102*961=,097122,098022
203*995=,201885,201985
453*788=,356164,356964
265*140=,036100,037100
911*796=,725356,725156
404*897=,361888,362388
881*371=,326651,326851
456*826=,377056,376656
955*592=,566660,565360
557*375=,209375,208875
368*103=,038004,037904
789*414=,326846,326646
744*151=,112544,112344
448*114=,051672,051072
472*542=,256624,255824
305*588=,179940,179340
809*885=,715865,715965
514*917=,471838,471338
641*541=,345081,346781
918*414=,379852,380052
684*625=,427000,427500
692*704=,486368,487168
458*430=,197940,196940
522*458=,239876,239076
216*108=,023928,023328
583*134=,078022,078122
484*885=,428140,428340
663*214=,141382,141882
591*833=,491003,492303
368*779=,286872,286672
304*165=,049560,050160
282*411=,116602,115902
858*434=,372052,372372
287*494=,141178,141778
267*554=,147318,147918
484*576=,279984,278784
202*906=,183212,183012
246*918=,226828,225828
858*897=,770026,769626
584*437=,255108,255208
868*421=,365028,365428
436*394=,171984,171784
416*936=,389576,389376
937*452=,423024,423524
351*414=,145014,145314
347*264=,091908,091608
452*648=,292496,292896
168*877=,148136,147336
828*728=,603984,602784
931*808=,751048,752248
558*451=,251158,251658
394*934=,368196,367996
344*748=,257912,257312
332*889=,294248,295148
289*925=,267025,267325
756*257=,194092,194292
566*421=,238886,238286
865*607=,524755,525055
449*893=,400057,400957
967*315=,304805,304605
534*106=,056404,056604
881*738=,649378,650178
156*494=,077264,077064
302*772=,232944,233144
993*807=,801051,801351
132*764=,101648,100848
108*344=,036752,037152
658*839=,551162,552062
603*463=,279589,279189
382*887=,339934,338834
740*272=,200280,201280
789*672=,530108,530208
304*129=,038616,039216
197*806=,159082,158782
715*256=,183840,183040
663*431=,285353,285753
453*229=,103637,103737
427*259=,111693,110593
222*105=,023810,023310
596*264=,156544,157344
576*334=,192184,192384
113*701=,079613,079213
690*305=,209450,210450
826*838=,691988,692188
124*749=,093876,092876
590*474=,280660,279660
166*973=,161118,161518
748*706=,527888,528088
299*138=,041562,041262
943*933=,879019,879819
581*458=,266198,266098
894*693=,620542,619542
231*247=,056057,057057
924*206=,190144,190344
769*762=,586678,585978
942*906=,851452,853452
684*808=,552272,552672
909*356=,323504,323604
673*807=,542611,543111
411*319=,131009,131109
261*347=,090067,090567
133*545=,072385,072485
187*468=,087216,087516
362*815=,294430,295030
507*495=,251865,250965
110*367=,039370,040370
166*834=,139044,138444
547*464=,253908,253808
902*549=,494898,495198
223*273=,060279,060879
193*376=,072968,072568
782*568=,443776,444176
478*167=,079926,079826
616*878=,540048,540848
797*912=,727864,726864
588*271=,159148,159348
194*775=,150150,150350
840*864=,726960,725760
503*357=,179871,179571
466*798=,372668,371868
689*411=,282679,283179
365*928=,339820,338720
391*887=,347017,346817
372*881=,327032,327732
822*449=,369678,369078
818*212=,173016,173416
444*377=,167088,167388
737*341=,251917,251317
208*333=,068764,069264
396*543=,214028,215028
673*382=,257386,257086
914*919=,839166,839966
178*873=,156194,155394
172*903=,155916,155316
424*295=,125980,125080
796*789=,626444,628044
743*608=,451044,451744
211*752=,158872,158672
899*633=,568867,569067
664*304=,201056,201856
358*904=,323032,323632
458*833=,382614,381514
867*182=,158294,157794
859*568=,488212,487912
915*173=,158895,158295
388*274=,106512,106312
120*398=,048760,047760
579*662=,383698,383298
175*432=,075300,075600
898*816=,733568,732768
779*342=,266018,266418
593*806=,478058,477958
135*853=,114055,115155
137*181=,025697,024797
175*119=,020125,020825
872*122=,106184,106384
307*537=,164059,164859
568*947=,538896,537896
795*896=,712620,712320
251*551=,138601,138301
869*992=,861548,862048
691*461=,318051,318551
550*421=,230550,231550
129*226=,029654,029154
778*506=,393068,393668
726*322=,234872,233772
591*408=,241028,241128
207*716=,148112,148212
771*712=,548852,548952
529*531=,280799,280899
644*101=,064744,065044
962*447=,429814,430014
343*762=,260166,261366
361*442=,159462,159562
749*439=,328611,328811
946*350=,330100,331100
788*667=,525696,525596
645*653=,420685,421185
986*354=,349244,349044
949*217=,206833,205933
267*511=,136837,136437
613*366=,224858,224358
833*865=,720845,720545
851*453=,385603,385503
279*854=,238966,238266
655*392=,257560,256760
401*651=,260751,261051
994*601=,597194,597394
107*291=,031037,031137
626*729=,456054,456354
754*759=,572386,572286
166*835=,139210,138610
953*799=,762147,761447
956*395=,378620,377620
329*623=,204867,204967
269*684=,183396,183996
262*417=,109954,109254
440*575=,252000,253000
779*603=,469937,469737
457*448=,204836,204736
599*647=,388053,387553
290*882=,256780,255780
145*642=,092890,093090
815*691=,562865,563165
478*505=,241290,241390
105*954=,099570,100170
728*112=,081936,081536
583*939=,548037,547437
196*371=,072116,072716
344*861=,295184,296184
998*834=,832932,832332
406*804=,326024,326424
159*344=,054496,054696
403*507=,204821,204321
642*262=,168804,168204
233*236=,054088,054988
737*291=,214067,214467
173*442=,076866,076466
378*145=,054510,054810
705*243=,171115,171315
200*556=,101200,111200
269*303=,080607,081507
632*763=,481316,482216
753*472=,356016,355416
441*978=,430898,431298
284*109=,030156,030956
333*202=,067066,067266
539*878=,473142,473242
525*962=,505850,505050
124*714=,089936,088536
518*254=,131772,131572
302*490=,148980,147980
153*447=,068691,068391
555*458=,254590,254190
271*977=,264267,264767
775*181=,140175,140275
313*631=,197803,197503
577*699=,402923,403323
163*501=,081763,081663
184*815=,149660,149960
103*509=,052927,052427
172*711=,121492,122292
319*463=,148397,147697
581*967=,562427,561827
657*356=,233092,233892
949*968=,918032,918632
171*732=,124672,125172
903*450=,405350,406350
458*319=,146002,146102
391*317=,123847,123947
314*984=,309376,308976
791*917=,726847,725347
108*804=,086632,086832
881*323=,283663,284563
168*825=,139800,138600
443*393=,173699,174099
448*239=,106872,107072
908*798=,723384,724584
296*858=,253768,253968
734*826=,606884,606284
571*665=,379915,379715
168*431=,072108,072408
995*826=,822870,821870
619*359=,222621,222221
556*321=,178676,178476
952*499=,476648,475048
883*224=,198892,197792
861*378=,325158,325458
667*847=,564849,564949
287*435=,125645,124845
821*171=,140191,140391
416*914=,379624,380224
601*327=,196627,196527
644*922=,593568,593768
169*438=,074622,074022
792*972=,770624,769824
965*197=,190505,190105
686*779=,535194,534394
277*479=,133183,132683
142*834=,118548,118428
889*313=,278057,278257
236*412=,096432,097232
768*942=,722256,723456
836*547=,457092,457292
737*666=,490342,490842
845*590=,500550,498550
232*861=,200152,199752
581*318=,184358,184758
131*312=,040672,040872
204*314=,063656,064056
913*193=,176009,176209
731*513=,374003,375003
641*325=,208125,208325
119*377=,044663,044863
705*524=,370120,369420
847*981=,830607,830907
239*521=,124919,124519
492*907=,446044,446244
935*393=,367055,367455
329*977=,320633,321433
778*584=,454152,454352
596*630=,376480,375480
614*561=,344154,344454
975*472=,460100,460200
349*198=,069002,069102
403*828=,332884,333684
416*521=,217436,216736
862*381=,328522,328422
163*629=,102627,102527
947*443=,419621,419521
995*318=,316610,316410
964*118=,113352,113752
975*578=,563150,563550
797*786=,624842,626442
244*847=,206968,206668
837*358=,299946,299646
245*582=,142890,142590
462*709=,327658,327558
236*399=,094864,094164
397*613=,244061,243361
189*619=,117391,116991
637*192=,122904,122304
230*227=,051210,052210
926*733=,679858,678758
577*260=,149020,150020
861*512=,441132,440832
594*768=,456392,456192
654*312=,203848,204048
531*247=,130657,131157
848*348=,293904,295104
206*212=,043072,043672
179*417=,074043,074643
669*336=,224584,224784
101*569=,057069,057469
675*902=,609850,608850
713*242=,172046,172546
296*622=,184512,184112
126*742=,094492,093492
147*604=,088688,088788
322*667=,214674,214774
825*571=,470275,471075
174*896=,156904,155904
785*212=,166020,166420
344*948=,326912,326112
884*286=,252624,252824
356*394=,139864,140264
463*689=,318107,319007
459*264=,121276,121176
199*354=,070046,070446
327*413=,135151,135051
119*551=,065169,065569
898*827=,742546,742646
577*230=,131710,132710
819*462=,378778,378378
236*802=,189872,189272
694*650=,450100,451100
897*294=,263118,263718
447*737=,329839,329439
384*849=,326816,326016
176*338=,059888,059488
809*771=,623139,623739
432*618=,267376,266976
604*399=,241096,240996
706*877=,619062,619162
344*693=,238092,238392
175*578=,101850,101150
932*922=,859504,859304
756*475=,359200,359100
317*178=,056026,056426
871*893=,778903,777803
947*689=,652083,652483
857*217=,186069,185969
169*557=,094633,094133
138*648=,089824,089424
850*778=,662300,661300
195*870=,170650,169650
921*857=,790997,789297
178*947=,168866,168566
348*679=,236092,236292
199*821=,163079,163379
919*863=,793997,793097
457*374=,170618,170918
984*814=,800376,800976
603*456=,275568,274968
301*671=,201671,201971
117*494=,058298,057798
973*694=,675962,675262
957*153=,146021,146421
583*606=,352098,353298
299*762=,227638,227838
325*367=,119875,119275
281*639=,179659,179559
379*468=,177572,177372
252*193=,049036,048636
326*398=,130548,129748
571*475=,271125,271225
657*696=,457072,457272
568*454=,258312,257872
734*774=,568816,568116
799*932=,744568,744668
966*779=,752014,752514
716*369=,264004,264204
583*274=,159342,159742
897*328=,293016,294216
958*131=,125298,125498
926*395=,366070,365770
144*839=,120216,120816
634*113=,071042,071642
379*657=,249603,249003
927*671=,622117,622017
677*264=,178328,178728
397*627=,249719,248919
135*884=,119440,119340
341*581=,198021,198121
905*949=,858045,858845
856*699=,598144,598344
175*850=,149750,148750
718*534=,383612,383412
533*322=,171026,171626
548*247=,135056,135356
821*349=,285029,286529
507*773=,392611,391911
795*807=,640665,641565
771*742=,572582,572082
725*784=,569000,568400
152*809=,122668,122968
496*885=,440060,438960
614*572=,351008,351208
464*212=,097968,098368
838*205=,171290,171790
309*403=,124127,124527
278*854=,238012,237412
266*711=,189626,189126
770*918=,707860,706860
729*113=,082077,082377
125*605=,076125,075625
806*649=,522894,523094
663*895=,593885,593385
988*389=,384532,384332
241*881=,211621,212321
943*618=,582874,582774
630*402=,254260,253260
213*333=,070029,070929
744*995=,740080,740280
516*288=,149808,148608
563*198=,111674,111474
413*158=,065854,065254
842*236=,199512,198712
